Customer ID,Recency,Frequency,Monetary,AvgBucketSize,AvgDaysBetween,Recency_to_AvgDaysRatio,Recent_Orders_Ratio,Is_UK,Churn_Probability,SHAP_Recency,SHAP_Frequency,SHAP_Monetary,SHAP_AvgBucketSize,SHAP_AvgDaysBetween,SHAP_Recency_to_AvgDaysRatio,SHAP_Recent_Orders_Ratio,SHAP_Is_UK,Risk_Tier,Segment,Actionable_Recommendation
13270,1,1,590.0,200.0,180.0,0.005555555246913597,1.0,1,0.82054025,-0.15044011,0.48968485,0.11528971,0.35057056,0.26227272,-0.10368249,0.12256415,-0.006765737,High Risk,Potential Loyalists,At-Risk Loyalist: Dedicated customer showing signs of leaving. Offer a special loyalty reward or high-value incentive.
14308,184,2,573.51,1.0,0.0,18400000.0,0.0,1,0.906499,0.19546686,0.12831813,0.71812356,0.6581632,-0.05771281,0.18535405,0.014247822,-0.010861011,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
12503,219,1,563.0,280.5,180.0,1.2166665990740777,0.0,0,0.849484,0.27350044,0.4294449,0.2781778,0.024391534,0.25317106,-0.06344194,0.017178748,0.07761856,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
17310,22,2,512.55,201.0,147.0,0.1496598537646358,0.5,1,0.8062422,-0.049092665,0.31561866,0.355356,0.16486068,0.3545853,-0.19349882,0.044131324,-0.0067038443,High Risk,Potential Loyalists,At-Risk Loyalist: Dedicated customer showing signs of leaving. Offer a special loyalty reward or high-value incentive.
13559,147,2,495.0,180.0,30.0,4.899998366667211,0.0,1,0.8264181,0.20834415,0.12245606,0.25340852,0.30387664,-0.08544916,0.32287952,-0.001210685,-0.004372636,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
14328,73,1,445.05,1.0,180.0,0.4055555330246926,0.0,1,0.93956363,-0.0031666749,0.49439386,0.73135823,0.86251944,0.28447154,-0.0673614,0.0144158965,-0.013325618,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
14933,78,4,442.5,150.0,0.0,7799999.999999999,0.0,0,0.7752419,0.060348637,-0.24076572,0.122391224,0.20989162,0.20933269,0.3749227,0.010439365,0.051071145,High Risk,Potential Loyalists,At-Risk Loyalist: Dedicated customer showing signs of leaving. Offer a special loyalty reward or high-value incentive.
13096,29,1,419.7000000000001,6.0,180.0,0.16111110216049432,1.0,1,0.83807516,-0.26944754,0.47000134,0.6362138,0.10482195,0.285685,-0.028517047,0.014973851,-0.01027515,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
16737,212,1,417.6,288.0,180.0,1.1777777123456827,0.0,1,0.8591849,0.28989765,0.46507868,0.27312875,0.12854779,0.25804186,-0.046517033,0.0069905496,-0.0071508707,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
14956,56,1,331.25,625.0,180.0,0.31111109382716146,1.0,1,0.8023891,-0.08622908,0.48221987,0.2930206,0.13310407,0.23756616,-0.1834748,0.088894166,-0.0043261293,High Risk,Potential Loyalists,At-Risk Loyalist: Dedicated customer showing signs of leaving. Offer a special loyalty reward or high-value incentive.
14832,265,1,322.69,1.0,180.0,1.4722221404321032,0.0,1,0.9262868,-0.057054132,0.41229048,0.49762478,0.8607022,0.30551142,0.07147015,0.013004925,-0.013065498,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
13942,169,1,320.0,1000.0,180.0,0.938888836728398,0.0,1,0.86956227,0.25778037,0.47029015,0.2386569,0.13503678,0.2795039,0.07809711,0.0038271693,-0.006617478,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
13776,63,2,311.99,1.0,0.0,6299999.999999999,0.0,1,0.9061351,0.08695371,0.2076631,0.74798536,0.69797194,-0.07788167,0.16444331,0.010153994,-0.010476549,High Risk,Potential Loyalists,At-Risk Loyalist: Dedicated customer showing signs of leaving. Offer a special loyalty reward or high-value incentive.
17077,213,1,306.0,36.0,180.0,1.1833332675925963,0.0,1,0.85449183,0.32563493,0.4737239,0.28877264,0.037688,0.2744987,-0.06548419,0.0069905496,-0.012069167,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
15893,116,1,305.28000000000003,288.0,180.0,0.6444444086419773,0.0,1,0.8460431,0.027688151,0.5384277,0.3096512,0.26984128,0.28384647,-0.16075432,0.003313062,-0.008634467,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
13383,178,1,305.28000000000003,288.0,180.0,0.9888888339506203,0.0,1,0.87058854,0.19314793,0.49404708,0.3014009,0.24192238,0.26358965,-0.026058193,0.004220874,-0.006617478,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
18227,119,1,295.0,1.0,180.0,0.6611110743827181,0.0,1,0.90232384,-0.045089867,0.4882156,0.7754832,0.61632246,0.2863492,-0.3376014,0.014498922,-0.015379935,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
16077,260,1,287.55,105.0,180.0,1.4444443641975353,0.0,1,0.73613423,-0.2621814,0.43871605,0.025004843,0.054327212,0.25595507,0.07323174,0.0068274788,-0.0064279893,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
17638,282,2,280.8,144.0,74.0,3.8108102958364465,0.0,1,0.720453,0.047233086,0.21030648,0.14712171,0.21434663,-0.19297561,0.076287016,0.0054180957,-0.0015458524,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
15413,326,5,271.9488,107.76,11.0,29.63633669423937,0.0,1,0.81940955,0.54656905,-0.36783624,0.09415762,0.18211961,-0.034905687,0.64035094,0.022861568,-0.011482323,High Risk,Potential Loyalists,At-Risk Loyalist: Dedicated customer showing signs of leaving. Offer a special loyalty reward or high-value incentive.
13687,73,1,264.01866666666666,1937.0444444444445,180.0,0.4055555330246926,0.0,1,0.79651535,0.051139995,0.524901,0.24140647,0.07159849,0.26918164,-0.23056902,0.0033493883,-0.0068710186,High Risk,Potential Loyalists,At-Risk Loyalist: Dedicated customer showing signs of leaving. Offer a special loyalty reward or high-value incentive.
13128,266,1,263.5,31.0,180.0,1.477777695679017,0.0,1,0.750212,-0.18384303,0.43728304,0.062268745,0.047677793,0.26860306,0.028813446,0.009643778,-0.0112220105,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
15396,218,1,254.10000000000002,78.0,180.0,1.2111110438271642,0.0,1,0.85103226,0.30042621,0.4737511,0.3197179,0.0031427573,0.2586012,-0.05120978,0.0069905496,-0.009218815,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
17353,126,2,250.33333333333334,161.33333333333334,132.0,0.9545453822314104,0.0,1,0.84467256,0.10606239,0.26392543,0.35501146,0.2813725,0.17308062,0.07372454,0.0037325455,-0.0040144715,High Risk,Potential Loyalists,At-Risk Loyalist: Dedicated customer showing signs of leaving. Offer a special loyalty reward or high-value incentive.
17925,7,1,244.08,72.0,180.0,0.03888888672839518,1.0,1,0.75641066,-0.06098584,0.4947902,0.008607862,-0.02921516,0.22039022,-0.05360272,0.12026309,-0.007665579,High Risk,Potential Loyalists,At-Risk Loyalist: Dedicated customer showing signs of leaving. Offer a special loyalty reward or high-value incentive.
14079,317,1,243.63,1.0,180.0,1.7611110132716103,0.0,1,0.9270312,0.08041994,0.42261404,0.5517617,0.8182054,0.28215742,-0.057272885,0.013247201,-0.009694921,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
16943,174,2,241.38,1.0,84.0,2.071428324829961,0.0,1,0.8857018,0.21014504,0.18077694,0.7175967,0.88491416,-0.27503544,-0.1127453,0.012264338,-0.010866449,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
15538,172,6,239.8857142857143,72.57142857142857,24.8,6.935481074402793,0.0,1,0.8352917,0.6161796,-0.5144201,0.22870167,0.14732449,0.034406506,0.6614082,0.022810183,-0.0133235995,High Risk,Potential Loyalists,At-Risk Loyalist: Dedicated customer showing signs of leaving. Offer a special loyalty reward or high-value incentive.
16088,210,2,239.5716666666667,62.166666666666664,15.0,13.99999066667289,0.0,1,0.80810887,0.35759032,0.13327034,0.33125308,0.12198398,-0.19290407,0.2502246,0.0024329892,-0.0066020433,High Risk,Potential Loyalists,At-Risk Loyalist: Dedicated customer showing signs of leaving. Offer a special loyalty reward or high-value incentive.
13734,143,4,239.34428571428575,10.821428571428571,31.0,4.612901737773633,0.0,1,0.778019,0.38236699,-0.07584708,0.4193908,-0.080341525,-0.09105603,0.27122387,0.00048107334,-0.012577674,High Risk,Potential Loyalists,At-Risk Loyalist: Dedicated customer showing signs of leaving. Offer a special loyalty reward or high-value incentive.
14213,39,1,238.44,48.8,180.0,0.2166666546296303,1.0,1,0.7997152,-0.14744543,0.49471092,0.3505476,0.07216812,0.26155192,-0.16662256,0.085938975,-0.006852856,High Risk,Potential Loyalists,At-Risk Loyalist: Dedicated customer showing signs of leaving. Offer a special loyalty reward or high-value incentive.
17305,283,1,237.27333333333334,111.77777777777777,180.0,1.572222134876548,0.0,1,0.7965884,0.045146357,0.44581264,0.12551177,0.07680425,0.22950946,8.705119e-05,0.0070697567,-0.005353445,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
15273,234,1,228.96,216.0,180.0,1.2999999277777818,0.0,1,0.7636944,-0.08355361,0.441052,0.00889778,0.09994274,0.2723697,-0.00644185,0.0069905496,-0.0067343814,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
15461,95,2,214.85,115.0,170.0,0.5588234965397944,0.0,1,0.8575641,0.056089323,0.29321954,0.28589597,0.103681564,0.5194643,0.09579922,0.0077854665,-0.0072499337,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
14106,372,1,214.8,24.0,180.0,2.066666551851858,0.0,1,0.74580586,0.019533314,0.44525173,0.05051103,-0.028042816,0.23758788,-0.089100294,0.008592701,-0.008485308,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
13290,73,1,208.63,1.0,180.0,0.4055555330246926,0.0,1,0.93800575,-0.007822571,0.506005,0.6617401,0.8550486,0.31759185,-0.05746439,0.0144158965,-0.013317459,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
16716,265,1,208.08,132.0,180.0,1.4722221404321032,0.0,1,0.7671527,-0.114768855,0.45032713,-0.02761958,0.08510107,0.299645,0.058700155,0.0068274788,-0.0064279893,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
17306,28,2,191.84,376.0,10.0,2.7999972000028,1.0,1,0.7140727,-0.25865832,0.29266587,0.09730331,0.36923125,-0.29378274,0.11768084,0.14942782,0.0008609069,High Risk,Potential Loyalists,At-Risk Loyalist: Dedicated customer showing signs of leaving. Offer a special loyalty reward or high-value incentive.
15477,284,1,184.2,108.0,180.0,1.5777776901234617,0.0,1,0.78616935,0.04049046,0.45742372,0.03252366,0.07056018,0.27319947,-0.014444533,0.0070697567,-0.005353445,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
17474,234,1,174.5,33.333333333333336,180.0,1.2999999277777818,0.0,1,0.74012333,-0.047250398,0.4558094,-0.026870375,-0.042866636,0.30344027,-0.031200213,0.0069905496,-0.011961846,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
16663,364,1,165.0,100.0,180.0,2.0222221098765494,0.0,1,0.77520156,0.039883595,0.45725864,0.032774806,0.10054011,0.23216112,-0.06699358,0.007129067,-0.005353445,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
16990,57,1,165.0,100.0,180.0,0.31666664907407505,1.0,1,0.82418245,-0.041655477,0.51727825,0.31604987,0.11387758,0.28001815,-0.165594,0.088894166,-0.0044422457,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
12850,80,1,165.0,100.0,180.0,0.4444444197530878,0.0,1,0.8130627,0.054528892,0.55204886,0.25336605,0.06524957,0.31505975,-0.20673133,0.0033493883,-0.0073546115,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
18017,66,1,165.0,100.0,180.0,0.3666666462962974,0.0,1,0.8170782,0.044613916,0.5336104,0.29319015,0.055722743,0.32247123,-0.18800537,0.0019083486,-0.0073546115,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
17152,60,1,163.5,30.0,180.0,0.3333333148148158,0.0,1,0.85258406,0.057985757,0.52903056,0.28890547,0.2145412,0.31807044,-0.089694105,0.0071831476,-0.011527476,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
17715,227,1,163.2,192.0,180.0,1.2611110410493866,0.0,1,0.81344557,0.085461125,0.45164868,0.20435496,0.14872381,0.25765806,-0.11601696,0.0069905496,-0.006783393,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
16443,155,1,162.24,96.0,180.0,0.8611110632716076,0.0,1,0.8722512,0.2538715,0.501787,0.30852035,0.19683821,0.32780954,-0.10585323,0.0042527774,-0.0067335954,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
18273,225,1,153.0,60.0,180.0,1.2499999305555594,0.0,1,0.76272017,0.040120125,0.47992492,0.14772294,-0.060303986,0.29489866,-0.1730021,0.0069905496,-0.009218815,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
13551,301,1,152.39999999999998,24.0,180.0,1.6722221293209927,0.0,1,0.7581268,0.019602392,0.44497186,0.052180123,-0.036487423,0.29200095,-0.07039765,0.00853339,-0.008485308,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
14845,234,1,150.0,600.0,180.0,1.2999999277777818,0.0,1,0.756506,-0.064797536,0.4106948,0.0018510458,0.08667919,0.26797357,-0.009557817,0.0069905496,-0.0067343814,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
12664,149,2,148.52,36.5,212.0,0.7028301555268794,0.0,0,0.7827179,0.10495622,0.10439113,0.29573157,0.091725804,0.0680638,0.03063783,0.014195854,0.13135464,High Risk,Potential Loyalists,At-Risk Loyalist: Dedicated customer showing signs of leaving. Offer a special loyalty reward or high-value incentive.
12403,156,1,147.91500000000002,41.0,180.0,0.8666666185185212,0.0,0,0.8557086,0.25329316,0.46825686,0.25347114,-0.08115564,0.33741352,-0.0059517953,0.014440974,0.099807695,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
15588,312,1,144.9,24.0,180.0,1.7333332370370425,0.0,1,0.7581268,0.019602392,0.44497186,0.052180123,-0.036487423,0.29200095,-0.07039765,0.00853339,-0.008485308,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
17923,162,2,144.75,45.0,16.0,10.124993671878956,0.0,1,0.71028626,0.26093584,0.10520434,0.11913107,-0.04583787,-0.2213832,0.2467466,-0.0016541027,-0.0068859933,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
12487,365,1,142.65,87.0,180.0,2.027777665123463,0.0,0,0.76291114,0.019607082,0.42885676,0.036144786,0.014835881,0.23365141,-0.07959073,0.01729321,0.057389535,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
12636,373,1,141.0,1.0,180.0,2.0722221070987716,0.0,0,0.9188975,0.056913346,0.42290902,0.44708997,0.80543834,0.24772145,-0.13147782,0.026332468,0.112016365,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
13452,107,1,139.8,4.0,180.0,0.5944444114197549,0.0,1,0.8897794,0.022081388,0.55601597,0.57185715,0.15678401,0.37191868,-0.036505695,0.021693984,-0.015873926,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
17440,184,1,137.16,36.0,180.0,1.022222165432102,0.0,1,0.8467202,0.17794903,0.5141411,0.25101814,0.12786518,0.28918335,-0.08151595,0.004220874,-0.014275097,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
14366,160,1,136.0,16.0,180.0,0.8888888395061756,0.0,1,0.85542715,0.2512185,0.47472706,0.44635943,-0.11264087,0.3205786,-0.036703885,0.0063774344,-0.01261739,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
13217,290,1,132.5,250.0,180.0,1.6111110216049431,0.0,1,0.8104051,0.028411692,0.42870918,0.116704464,0.23050293,0.23826113,-0.03261357,0.0070697567,-0.004920002,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
17955,290,2,130.86666666666667,136.0,9.0,32.22218641979287,0.0,1,0.76554906,0.09143055,0.13352051,0.08824912,0.40954962,-0.21750519,0.23725858,0.0023541,-0.0020290106,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
12362,373,1,130.0,1.0,180.0,2.0722221070987716,0.0,0,0.9188975,0.056913346,0.42290902,0.44708997,0.80543834,0.24772145,-0.13147782,0.026332468,0.112016365,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
12555,317,1,129.23,1.0,180.0,1.7611110132716103,0.0,0,0.92567414,0.056162834,0.42548972,0.4477685,0.80945355,0.30605575,-0.10124805,0.025846109,0.112016365,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
14463,134,1,128.475,15.5,180.0,0.744444403086422,0.0,1,0.807534,0.025637913,0.49459708,0.19671223,-0.009414781,0.3284372,-0.03647787,0.0062321844,-0.012177299,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
16377,252,1,126.45599999999999,285.6,180.0,1.3999999222222266,0.0,1,0.71440095,-0.20710045,0.37690508,-0.13922226,0.19036289,0.26438522,-0.009972773,0.006973106,-0.005994546,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
18026,135,2,122.00411764705883,31.176470588235293,4.0,33.74991562521094,0.0,1,0.75952536,0.17362782,0.07013777,-0.07189671,0.260672,0.06101594,0.22249378,0.0043840148,-0.010874458,High Risk,Potential Loyalists,At-Risk Loyalist: Dedicated customer showing signs of leaving. Offer a special loyalty reward or high-value incentive.
12770,91,1,118.4375,68.75,180.0,0.5055555274691373,0.0,0,0.7898765,0.008696979,0.46372905,0.06239674,0.02670436,0.32215506,-0.110906675,0.013537589,0.09734964,High Risk,Potential Loyalists,At-Risk Loyalist: Dedicated customer showing signs of leaving. Offer a special loyalty reward or high-value incentive.
16291,317,1,117.72,1.0,180.0,1.7611110132716103,0.0,0,0.9079962,0.07205189,0.40750706,0.21611315,0.8166895,0.30365312,-0.10498457,0.025846109,0.112016365,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
13689,79,1,116.5,70.0,180.0,0.4388888645061742,0.0,1,0.7583982,0.004534104,0.5271085,0.033158135,0.01023579,0.31385162,-0.18015338,0.0033493883,-0.008685282,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
12482,211,29,116.1343137254902,132.55882352941177,2.642857142857143,79.83753574986473,0.0,0,0.84622484,0.7961586,-1.0141556,0.015162547,0.37464514,0.122670256,0.7423003,0.13462669,0.09336659,High Risk,Champions,At-Risk Champion: High historical spend. Assign a personal account manager for direct outreach. Do not send automated discount spam.
14033,190,1,109.44,576.0,180.0,1.0555554969135834,0.0,1,0.82589555,0.2743012,0.44985548,-0.14528352,0.40516403,0.2011673,-0.06413387,0.004220874,-0.008997483,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
16047,317,1,107.14,1.0,180.0,1.7611110132716103,0.0,0,0.8836207,0.14292195,0.39505908,-0.052152354,0.8136765,0.25752944,-0.10824186,0.025846109,0.112016365,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
15486,162,1,102.0,40.0,180.0,0.8999999500000028,0.0,1,0.7704043,0.27469337,0.4682121,-0.268406,-0.006926936,0.27524278,0.031800497,0.0041461005,-0.008685423,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
17570,16,1,100.0,1.0,180.0,0.08888888395061756,1.0,1,0.90564007,-0.059992082,0.43089333,-0.0150554,0.96384317,0.18816493,0.25993294,0.05891501,-0.005693866,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
14405,21,1,97.5,50.0,180.0,0.11666666018518554,1.0,1,0.70704037,-0.06208126,0.45313776,-0.45464393,0.016201207,0.18768324,0.22824828,0.0738269,-0.0018383281,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
15473,79,1,91.60000000000001,34.666666666666664,180.0,0.4388888645061742,0.0,1,0.7023224,-0.012668301,0.5058844,-0.35742375,0.14846462,0.25152698,-0.10974328,0.0033493883,-0.011527476,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
14436,188,1,91.32,84.0,180.0,1.0444443864197563,0.0,1,0.7559669,0.15942195,0.4632893,-0.2910039,0.21186559,0.25495398,-0.10309199,0.004220874,-0.009481076,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
12934,371,1,90.825,15.5,180.0,2.0611109966049446,0.0,1,0.74671805,0.25627404,0.40513808,-0.15259355,-0.019050045,0.21447068,-0.0614618,0.006837304,-0.008949365,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
15595,122,1,89.39999999999999,36.0,180.0,0.6777777401234588,0.0,1,0.77405286,0.08320883,0.51091033,-0.31873354,0.19429693,0.24377802,0.08409204,0.004107526,-0.010839812,High Risk,Hibernating,Hibernating Win-back: Aggressive discount offer or 'We Miss You' promotion with limited validity to re-engage.
