Customer ID,Recency,Frequency,Monetary,Cluster,Segment,Recency_Log,Frequency_Log,Monetary_Log
12429,1,5,3735.51,1,Champions,0.6931471805599453,1.791759469228055,8.225907299668116
12431,9,13,4370.52,1,Champions,2.302585092994046,2.6390573296152584,8.382866053699123
12433,2,5,7205.39,1,Champions,1.0986122886681098,1.791759469228055,8.882723411408882
12434,17,1,297.29,2,Hibernating,2.8903717578961645,0.6931471805599453,5.698066167660092
12435,32,4,6096.04,0,Potential Loyalists,3.4965075614664802,1.6094379124341003,8.71555868648987
12437,31,21,7731.99,1,Champions,3.4657359027997265,3.091042453358316,8.953250871449011
12439,318,2,1158.18,2,Hibernating,5.765191102784844,1.0986122886681098,7.055468137579511
12440,98,2,859.2,0,Potential Loyalists,4.59511985013459,1.0986122886681098,6.757164920349636
12441,2,1,173.55,0,Potential Loyalists,1.0986122886681098,0.6931471805599453,5.162211233551045
12443,368,1,485.31,2,Hibernating,5.910796644040527,0.6931471805599453,6.186846280636522
12445,56,1,301.58000000000004,2,Hibernating,4.04305126783455,0.6931471805599453,5.7123457053166895
12449,46,2,768.6,0,Potential Loyalists,3.8501476017100584,1.0986122886681098,6.645870899351497
12450,35,3,490.32,0,Potential Loyalists,3.58351893845611,1.3862943611198906,6.197095646670894
12451,99,3,3634.36,0,Potential Loyalists,4.605170185988092,1.3862943611198906,8.198463422202693
12454,31,4,13151.44,1,Champions,3.4657359027997265,1.6094379124341003,9.48436257172419
12455,81,4,3413.09,0,Potential Loyalists,4.406719247264253,1.6094379124341003,8.135666265045577
12457,71,1,632.68,2,Hibernating,4.276666119016055,0.6931471805599453,6.451544095156025
12458,63,2,830.09,0,Potential Loyalists,4.1588830833596715,1.0986122886681098,6.7227380922401725
12459,241,1,454.36,2,Hibernating,5.488937726156687,0.6931471805599453,6.121088314901487
12460,92,1,326.65,2,Hibernating,4.532599493153256,0.6931471805599453,5.791945965485506
12466,318,1,56.73,2,Hibernating,5.765191102784844,0.6931471805599453,4.055776969072842
12467,59,1,132.8,2,Hibernating,4.0943445622221,0.6931471805599453,4.896346147694128
12468,162,3,2941.2,0,Potential Loyalists,5.093750200806762,1.3862943611198906,7.986912879816112
12469,158,2,3070.54,0,Potential Loyalists,5.0689042022202315,1.0986122886681098,8.029934343472139
12470,325,1,211.95,2,Hibernating,5.786897381366708,0.6931471805599453,5.3610573963692225
12471,10,49,20139.739999999998,1,Champions,2.3978952727983707,3.912023005428146,9.91049990839795
12472,5,13,11308.48,1,Champions,1.791759469228055,2.6390573296152584,9.333396591041696
12474,14,13,5048.66,1,Champions,2.70805020110221,2.6390573296152584,8.527076193270187
12475,45,1,426.26,2,Hibernating,3.828641396489095,0.6931471805599453,6.057392727222088
12476,32,12,7298.99,1,Champions,3.4965075614664802,2.5649493574615367,8.89562825727253
12477,35,3,7056.63,0,Potential Loyalists,3.58351893845611,1.3862943611198906,8.861864580078436
12480,35,3,2183.2200000000003,0,Potential Loyalists,3.58351893845611,1.3862943611198906,7.689014064392341
12481,1,6,6765.07,1,Champions,0.6931471805599453,1.9459101490553132,8.819675695134018
12482,212,29,23691.4,1,Champions,5.3612921657094255,3.4011973816621555,10.072909600590481
12483,14,11,2635.6,1,Champions,2.70805020110221,2.4849066497880004,7.8772454873238695
12484,119,6,1828.43,0,Potential Loyalists,4.787491742782046,1.9459101490553132,7.51175972190709
12485,165,1,708.1,2,Hibernating,5.111987788356544,0.6931471805599453,6.563996560309951
12486,67,1,1037.28,0,Potential Loyalists,4.219507705176107,0.6931471805599453,6.945320776868279
12487,366,1,285.29999999999995,2,Hibernating,5.905361848054571,0.6931471805599453,5.657040212104069
12490,14,11,4405.71,1,Champions,2.70805020110221,2.4849066497880004,8.390883658274694
12492,39,1,452.0,2,Hibernating,3.6888794541139363,0.6931471805599453,6.115892125483034
12494,1,3,626.77,0,Potential Loyalists,0.6931471805599453,1.3862943611198906,6.4421738573469876
12495,276,1,357.4,2,Hibernating,5.6240175061873385,0.6931471805599453,5.881649681100775
12496,256,2,54.09,2,Hibernating,5.54907608489522,1.0986122886681098,4.008968211484625
12497,36,2,5205.400000000001,0,Potential Loyalists,3.6109179126442243,1.0986122886681098,8.557643917024718
12499,196,1,393.72,2,Hibernating,5.2832037287379885,0.6931471805599453,5.9781766527810465
12500,71,8,1697.39,0,Potential Loyalists,4.276666119016055,2.1972245773362196,7.437436022477224
12503,220,1,1126.0,2,Hibernating,5.3981627015177525,0.6931471805599453,7.027314514039777
12504,53,2,297.0,2,Hibernating,3.9889840465642745,1.0986122886681098,5.697093486505405
12505,44,1,955.2,0,Potential Loyalists,3.8066624897703196,0.6931471805599453,6.862967096192003
12507,220,1,539.25,2,Hibernating,5.3981627015177525,0.6931471805599453,6.292031995386996
12510,95,7,4195.45,0,Potential Loyalists,4.564348191467836,2.0794415416798357,8.341994208761088
12511,64,1,3084.02,0,Potential Loyalists,4.174387269895637,0.6931471805599453,8.034313419300645
12514,277,1,580.08,2,Hibernating,5.627621113690637,0.6931471805599453,6.364888441004683
12516,66,2,1336.56,0,Potential Loyalists,4.204692619390966,1.0986122886681098,7.198602337577074
12519,112,1,385.7,2,Hibernating,4.727387818712341,0.6931471805599453,5.957649198613251
12523,10,12,2582.38,1,Champions,2.3978952727983707,2.5649493574615367,7.85685389803225
12524,24,9,6640.39,1,Champions,3.2188758248682006,2.302585092994046,8.801076557911871
12525,134,3,973.73,0,Potential Loyalists,4.90527477843843,1.3862943611198906,6.882160509570649
12527,130,2,386.8,2,Hibernating,4.875197323201151,1.0986122886681098,5.9604897428085515
12529,164,1,316.48,2,Hibernating,5.10594547390058,0.6931471805599453,5.760414824222675
12530,51,5,2096.98,0,Potential Loyalists,3.9512437185814275,1.791759469228055,7.648730256022339
12531,322,1,1807.98,2,Hibernating,5.777652323222656,0.6931471805599453,7.500518429502228
12533,263,2,1367.89,2,Hibernating,5.575949103146316,1.0986122886681098,7.221755471439273
12537,44,1,732.94,0,Potential Loyalists,3.8066624897703196,0.6931471805599453,6.598427281404094
12538,14,1,276.5,0,Potential Loyalists,2.70805020110221,0.6931471805599453,5.625820933186489
12539,86,3,5646.400000000001,0,Potential Loyalists,4.465908118654584,1.3862943611198906,8.638950541235412
12540,14,16,8854.25,1,Champions,2.70805020110221,2.833213344056216,9.08876578245533
12542,120,2,481.88,2,Hibernating,4.795790545596741,1.0986122886681098,6.179768175579484
12543,84,1,980.25,2,Hibernating,4.442651256490317,0.6931471805599453,6.888827269096618
12547,136,1,175.78,2,Hibernating,4.919980925828125,0.6931471805599453,5.174906021632802
12549,211,6,1575.68,0,Potential Loyalists,5.356586274672012,1.9459101490553132,7.363076649441731
12553,21,2,916.47,0,Potential Loyalists,3.091042453358316,1.0986122886681098,6.821619881846465
12554,84,1,468.5,2,Hibernating,4.442651256490317,0.6931471805599453,6.1516682986483175
12555,318,1,129.23,2,Hibernating,5.765191102784844,0.6931471805599453,4.869302117979612
12557,7,4,6725.18,1,Champions,2.0794415416798357,1.6094379124341003,8.813762653761927
12562,21,2,1185.18,0,Potential Loyalists,3.091042453358316,1.0986122886681098,7.078493338699342
12563,44,1,249.24,2,Hibernating,3.8066624897703196,0.6931471805599453,5.522420457356946
12567,3,7,4308.58,1,Champions,1.3862943611198906,2.0794415416798357,8.368595730553626
12568,280,1,70.0,2,Hibernating,5.638354669333745,0.6931471805599453,4.2626798770413155
12570,318,1,77.52,2,Hibernating,5.765191102784844,0.6931471805599453,4.3633533694082605
12573,17,4,556.87,0,Potential Loyalists,2.8903717578961645,1.6094379124341003,6.324125960328047
12575,93,2,622.8199999999999,2,Hibernating,4.543294782270004,1.0986122886681098,6.435861865217934
12576,28,3,826.89,0,Potential Loyalists,3.367295829986474,1.3862943611198906,6.718880295318339
12577,17,5,995.9499999999999,0,Potential Loyalists,2.8903717578961645,1.791759469228055,6.9047006182529085
12578,21,2,1847.94,0,Potential Loyalists,3.091042453358316,1.0986122886681098,7.522367780887655
12580,212,1,637.2,2,Hibernating,5.3612921657094255,0.6931471805599453,6.4586517138441435
12582,58,2,1469.04,0,Potential Loyalists,4.07753744390572,1.0986122886681098,7.293044890286926
12583,9,13,7166.0599999999995,1,Champions,2.302585092994046,2.6390573296152584,8.877250807662518
12586,10,3,1865.73,0,Potential Loyalists,2.3978952727983707,1.3862943611198906,7.531943516050998
12588,35,3,743.88,0,Potential Loyalists,3.58351893845611,1.3862943611198906,6.613223131580274
12589,57,6,4048.98,0,Potential Loyalists,4.060443010546419,1.9459101490553132,8.306467221816787
12591,26,2,899.3,0,Potential Loyalists,3.295836866004329,1.0986122886681098,6.802728041114431
12592,155,3,2145.06,0,Potential Loyalists,5.049856007249537,1.3862943611198906,7.671388881793274
12594,14,5,1751.89,0,Potential Loyalists,2.70805020110221,1.791759469228055,7.469021133380235
12595,140,1,299.02,2,Hibernating,4.948759890378168,0.6931471805599453,5.703849139100744
12598,99,3,1511.01,0,Potential Loyalists,4.605170185988092,1.3862943611198906,7.321195170474221
12599,17,6,1264.14,0,Potential Loyalists,2.8903717578961645,1.9459101490553132,7.1429380669746925
12600,7,12,2444.88,1,Champions,2.0794415416798357,2.5649493574615367,7.802160255354363
12601,40,1,104.19999999999999,2,Hibernating,3.713572066704308,0.6931471805599453,4.65586330030361
12605,12,4,1232.95,0,Potential Loyalists,2.5649493574615367,1.6094379124341003,7.117975685005857
12606,318,1,21.0,2,Hibernating,5.765191102784844,0.6931471805599453,3.091042453358316
12608,40,1,415.79,2,Hibernating,3.713572066704308,0.6931471805599453,6.03258249782888
12609,10,6,2309.01,1,Champions,2.3978952727983707,1.9459101490553132,7.745007132510798
12613,24,5,3490.69,0,Potential Loyalists,3.2188758248682006,1.791759469228055,8.158141138677466
12615,49,4,3449.79,0,Potential Loyalists,3.912023005428146,1.6094379124341003,8.146358469319471
12616,24,1,417.8,2,Hibernating,3.2188758248682006,0.6931471805599453,6.037393478996382
12619,196,1,140.14,2,Hibernating,5.2832037287379885,0.6931471805599453,4.949752305572684
12621,1,16,11086.14,1,Champions,0.6931471805599453,2.833213344056216,9.313541157094088
12623,52,6,3442.7400000000002,0,Potential Loyalists,3.970291913552122,1.9459101490553132,8.144313369085756
12625,145,2,2481.06,0,Potential Loyalists,4.983606621708336,1.0986122886681098,7.816844139525548
12629,21,2,1558.22,0,Potential Loyalists,3.091042453358316,1.0986122886681098,7.3519409752019005
12631,92,5,2841.07,0,Potential Loyalists,4.532599493153256,1.791759469228055,7.952287938895591
12632,156,2,804.88,2,Hibernating,5.056245805348308,1.0986122886681098,6.691934848047708
12633,18,3,3514.18,0,Potential Loyalists,2.9444389791664403,1.3862943611198906,8.164846012037465
12634,171,2,490.0,2,Hibernating,5.147494476813453,1.0986122886681098,6.19644412779452
12635,28,2,1241.23,0,Potential Loyalists,3.367295829986474,1.0986122886681098,7.12466343053395
12636,374,1,141.0,2,Hibernating,5.926926025970411,0.6931471805599453,4.955827057601261
12637,14,4,2318.41,0,Potential Loyalists,2.70805020110221,1.6094379124341003,7.749068121973169
12638,275,1,249.8,2,Hibernating,5.62040086571715,0.6931471805599453,5.524655808758766
12639,70,2,826.27,0,Potential Loyalists,4.2626798770413155,1.0986122886681098,6.71813112299784
12643,21,6,5005.78,1,Champions,3.091042453358316,1.9459101490553132,8.518548272878501
12644,66,3,1440.58,0,Potential Loyalists,4.204692619390966,1.3862943611198906,7.2734950132839185
12645,45,4,1764.12,0,Potential Loyalists,3.828641396489095,1.6094379124341003,7.475973955724828
12647,3,27,14201.53,1,Champions,1.3862943611198906,3.332204510175204,9.561175396733223
12648,73,3,793.95,0,Potential Loyalists,4.30406509320417,1.3862943611198906,6.678279219594718
12649,18,5,1671.1399999999999,0,Potential Loyalists,2.9444389791664403,1.791759469228055,7.42185952219673
12651,14,3,263.75,0,Potential Loyalists,2.70805020110221,1.3862943611198906,5.578785984481516
12652,70,1,97.05000000000001,2,Hibernating,4.2626798770413155,0.6931471805599453,4.585477552642355
12653,162,1,1950.98,2,Hibernating,5.093750200806762,0.6931471805599453,7.576599521018909
12655,59,1,261.35,2,Hibernating,4.0943445622221,0.6931471805599453,5.569679490132721
12656,61,3,2356.66,0,Potential Loyalists,4.127134385045092,1.3862943611198906,7.765424880709422
12661,72,1,162.0,2,Hibernating,4.290459441148391,0.6931471805599453,5.093750200806762
12662,9,10,3138.2400000000002,1,Champions,2.302585092994046,2.3978952727983707,8.051736011389762
12663,260,2,239.4,2,Hibernating,5.564520407322694,1.0986122886681098,5.4823042026610525
12664,150,2,1188.16,0,Potential Loyalists,5.017279836814924,1.0986122886681098,7.081002454500384
12665,53,2,250.6,2,Hibernating,3.9889840465642745,1.0986122886681098,5.527840524826286
12666,30,1,1248.42,0,Potential Loyalists,3.4339872044851463,0.6931471805599453,7.130434722615036
12668,14,6,7637.53,1,Champions,2.70805020110221,1.9459101490553132,8.940960455270737
12670,21,2,764.24,0,Potential Loyalists,3.091042453358316,1.0986122886681098,6.640189510115181
12671,242,1,2622.481,2,Hibernating,5.493061443340548,0.6931471805599453,7.872257340866884
12672,231,1,211.15,2,Hibernating,5.44673737166631,0.6931471805599453,5.357293571648334
12673,37,1,619.5,0,Potential Loyalists,3.6375861597263857,0.6931471805599453,6.430525604644662
12675,189,2,958.5,2,Hibernating,5.247024072160486,1.0986122886681098,6.8664123154477545
12676,44,5,1511.7,0,Potential Loyalists,3.8066624897703196,1.791759469228055,7.321651412568154
12677,191,2,395.1,2,Hibernating,5.2574953720277815,1.0986122886681098,5.981666704627871
12678,11,9,16652.72,1,Champions,2.4849066497880004,2.302585092994046,9.720388893876716
12681,3,24,17080.74,1,Champions,1.3862943611198906,3.2188758248682006,9.745765335690104
12682,1,23,11745.69,1,Champions,0.6931471805599453,3.1780538303479458,9.371326777759148
12683,1,8,4220.21,1,Champions,0.6931471805599453,2.1972245773362196,8.347877095788728
12686,7,1,89.14,2,Hibernating,2.0794415416798357,0.6931471805599453,4.501364017262502
12687,116,2,2138.91,0,Potential Loyalists,4.762173934797756,1.0986122886681098,7.668519051056749
12691,56,1,134.6,2,Hibernating,4.04305126783455,0.6931471805599453,4.909709375506295
12692,273,1,110.95,2,Hibernating,5.6131281063880705,0.6931471805599453,4.718052343044764
12693,32,3,847.11,0,Potential Loyalists,3.4965075614664802,1.3862943611198906,6.743010344360515
12694,57,1,973.68,0,Potential Loyalists,4.060443010546419,0.6931471805599453,6.882109211998551
12695,164,3,825.02,0,Potential Loyalists,5.10594547390058,1.3862943611198906,6.716618986302906
12696,70,2,851.91,0,Potential Loyalists,4.2626798770413155,1.0986122886681098,6.748654031960281
12698,226,1,339.75,2,Hibernating,5.424950017481403,0.6931471805599453,5.831149070576642
12699,53,1,638.11,2,Hibernating,3.9889840465642745,0.6931471805599453,6.460076583537422
12701,165,4,1648.7,0,Potential Loyalists,5.111987788356544,1.6094379124341003,7.408348732181879
12703,269,3,722.98,2,Hibernating,5.598421958998375,1.3862943611198906,6.584763767694766
12705,19,5,4893.81,1,Champions,2.995732273553991,1.791759469228055,8.495930739093819
12708,4,9,2601.19,1,Champions,1.6094379124341003,2.302585092994046,7.864108677159832
12709,2,20,21356.82,1,Champions,1.0986122886681098,3.044522437723423,9.96917322794057
12711,247,2,1339.05,2,Hibernating,5.5134287461649825,1.0986122886681098,7.200462205681664
12712,1,10,2797.53,1,Champions,0.6931471805599453,2.3978952727983707,7.936849558302542
12714,24,7,9384.85,1,Champions,3.2188758248682006,2.0794415416798357,9.146958514977992
12717,226,1,277.93,2,Hibernating,5.424950017481403,0.6931471805599453,5.630960854284337
12720,5,6,2478.94,1,Champions,1.791759469228055,1.9459101490553132,7.8159896453179725
12721,21,2,1356.95,0,Potential Loyalists,3.091042453358316,1.0986122886681098,7.213731488589559
12724,19,3,1286.11,0,Potential Loyalists,2.995732273553991,1.3862943611198906,7.160154674029237
12725,7,4,2266.76,1,Champions,2.0794415416798357,1.6094379124341003,7.72654783914248
12726,23,4,1405.5,0,Potential Loyalists,3.1780538303479458,1.6094379124341003,7.248859627929911
12727,78,3,1698.8300000000002,0,Potential Loyalists,4.3694478524670215,1.3862943611198906,7.438283525043974
12728,19,1,233.84,2,Hibernating,2.995732273553991,0.6931471805599453,5.458904431195985
12730,157,1,829.25,2,Hibernating,5.062595033026967,0.6931471805599453,6.721726860256856
12731,78,5,6879.8,0,Potential Loyalists,4.3694478524670215,1.791759469228055,8.83649020323727
12733,25,3,2040.92,0,Potential Loyalists,3.258096538021482,1.3862943611198906,7.621645820679982
12734,10,2,529.25,0,Potential Loyalists,2.3978952727983707,1.0986122886681098,6.2733485934447915
12737,134,2,3710.5,0,Potential Loyalists,4.90527477843843,1.0986122886681098,8.219191386557602
12738,8,1,155.35,2,Hibernating,2.1972245773362196,0.6931471805599453,5.05209708390385
12739,21,2,1713.69,0,Potential Loyalists,3.091042453358316,1.0986122886681098,7.446987585243848
12741,165,2,406.07,2,Hibernating,5.111987788356544,1.0986122886681098,6.008985160825971
12742,261,1,1201.52,2,Hibernating,5.568344503761097,0.6931471805599453,7.092174633858238
12744,95,4,4037.77,0,Potential Loyalists,4.564348191467836,1.6094379124341003,8.303695469153682
12745,122,3,925.41,0,Potential Loyalists,4.812184355372417,1.3862943611198906,6.8313169012337
12746,176,1,254.55,2,Hibernating,5.176149732573829,0.6931471805599453,5.543418085214289
12747,5,16,5080.53,1,Champions,1.791759469228055,2.833213344056216,8.533367676328966
12748,1,144,22879.66,1,Champions,0.6931471805599453,4.976733742420574,10.038047291231537
12749,35,4,2806.48,0,Potential Loyalists,3.58351893845611,1.6094379124341003,7.940042562811623
12751,80,1,268.27,2,Hibernating,4.394449154672439,0.6931471805599453,5.595714593686387
12755,1,10,5218.709999999999,1,Champions,0.6931471805599453,2.3978952727983707,8.560197123777861
12758,95,5,7111.650000000001,0,Potential Loyalists,4.564348191467836,1.791759469228055,8.869630167843134
12759,22,5,3489.3,1,Champions,3.1354942159291497,1.791759469228055,8.15774297138752
12760,91,1,347.8,2,Hibernating,4.5217885770490405,0.6931471805599453,5.8544986920348245
12761,93,2,782.95,0,Potential Loyalists,4.543294782270004,1.0986122886681098,6.664345242806459
12763,5,1,320.08,0,Potential Loyalists,1.791759469228055,0.6931471805599453,5.771690313263376
12765,108,6,1404.58,0,Potential Loyalists,4.6913478822291435,1.9459101490553132,7.248205307972568
12766,2,3,3078.65,1,Champions,1.0986122886681098,1.3862943611198906,8.032571233146884
12767,11,1,949.82,0,Potential Loyalists,2.4849066497880004,0.6931471805599453,6.857324770182772
12768,86,1,168.69000000000003,2,Hibernating,4.465908118654584,0.6931471805599453,5.133973242984735
12770,92,1,1895.0,0,Potential Loyalists,4.532599493153256,0.6931471805599453,7.547501682814967
12771,121,1,282.3,2,Hibernating,4.804021044733257,0.6931471805599453,5.646506406836471
12773,200,1,124.25,2,Hibernating,5.303304908059076,0.6931471805599453,4.830311739964974
12774,171,1,98.7,2,Hibernating,5.147494476813453,0.6931471805599453,4.602165676967792
12775,24,2,300.08,0,Potential Loyalists,3.2188758248682006,1.0986122886681098,5.707376010166331
12776,303,1,55.5,2,Hibernating,5.717027701406222,0.6931471805599453,4.034240638152395
12777,93,1,519.45,2,Hibernating,4.543294782270004,0.6931471805599453,6.254693821961477
12778,32,3,953.45,0,Potential Loyalists,3.4965075614664802,1.3862943611198906,6.861135258346911
12779,7,7,2740.91,1,Champions,2.0794415416798357,2.0794415416798357,7.91641003682647
12780,234,1,337.4,2,Hibernating,5.459585514144159,0.6931471805599453,5.824228627732068
12782,10,6,2287.32,1,Champions,2.3978952727983707,1.9459101490553132,7.7355732028600315
12784,165,1,1230.33,2,Hibernating,5.111987788356544,0.6931471805599453,7.1158501649948285
12785,171,2,788.45,2,Hibernating,5.147494476813453,1.0986122886681098,6.6713365004678975
12786,245,1,728.5,2,Hibernating,5.5053315359323625,0.6931471805599453,6.592359367962841
12787,49,1,398.52,2,Hibernating,3.912023005428146,0.6931471805599453,5.990263826531463
12788,99,4,444.9,0,Potential Loyalists,4.605170185988092,1.6094379124341003,6.100094711633431
12789,148,2,181.5,2,Hibernating,5.003946305945459,1.0986122886681098,5.206750173022546
12790,46,1,266.93,2,Hibernating,3.8501476017100584,0.6931471805599453,5.5907257523639045
12791,9,6,863.51,0,Potential Loyalists,2.302585092994046,1.9459101490553132,6.7621628724364315
12792,170,1,426.47,2,Hibernating,5.14166355650266,0.6931471805599453,6.057884110475807
12793,7,2,471.85,0,Potential Loyalists,2.0794415416798357,1.0986122886681098,6.158778213461521
12796,264,1,381.0,2,Hibernating,5.579729825986222,0.6931471805599453,5.945420608606575
12797,1,2,552.08,0,Potential Loyalists,0.6931471805599453,1.0986122886681098,6.315502656520417
12798,57,1,1533.8899999999999,0,Potential Loyalists,4.060443010546419,0.6931471805599453,7.336213996215723
12799,165,1,219.35,2,Hibernating,5.111987788356544,0.6931471805599453,5.395217191287996
12800,106,3,584.25,0,Potential Loyalists,4.672828834461906,1.3862943611198906,6.3720391063710204
12801,136,1,1071.82,2,Hibernating,4.919980925828125,0.6931471805599453,6.978045974597571
12802,78,6,1988.84,0,Potential Loyalists,4.3694478524670215,1.9459101490553132,7.595809512476073
12803,29,1,1092.81,0,Potential Loyalists,3.4011973816621555,0.6931471805599453,6.997422293310083
12804,101,2,327.02,2,Hibernating,4.624972813284271,1.0986122886681098,5.793074582134963
12805,17,4,1434.95,0,Potential Loyalists,2.8903717578961645,1.6094379124341003,7.269581930060472
12806,71,4,2878.96,0,Potential Loyalists,4.276666119016055,1.6094379124341003,7.9655316841446515
12807,19,1,330.35,2,Hibernating,2.995732273553991,0.6931471805599453,5.803175218534236
12808,4,3,422.45,0,Potential Loyalists,1.6094379124341003,1.3862943611198906,6.048435443367608
12809,201,2,1266.63,2,Hibernating,5.308267697401205,1.0986122886681098,7.1449042943085646
12810,170,2,534.99,2,Hibernating,5.14166355650266,1.0986122886681098,6.284115504180345
